LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,Parking,NumAdults,NumChildren,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,MealPlan_Meal Plan 1,MealPlan_Meal Plan 2,MarketSegment_Aviation,MarketSegment_Complementary,MarketSegment_Corporate,MarketSegment_Offline,BookingStatus
79,2018,6,16,2,4,0,2,0,0,0,0,120.6,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
33,2018,2,8,1,0,0,2,0,0,0,0,80.3,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
0,2017,11,9,1,3,0,1,0,0,0,0,91.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
43,2017,10,2,2,3,0,2,0,0,0,0,58.4,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
102,2017,10,16,0,2,0,2,0,0,0,0,101.5,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
57,2018,12,9,0,2,0,3,0,0,0,0,126.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
167,2018,6,28,0,4,0,2,0,0,0,0,62.18,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
113,2018,9,7,1,4,0,1,0,0,0,0,118.8,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
1,2018,8,10,0,2,1,2,0,0,0,0,167.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
128,2017,8,8,1,1,0,2,1,0,0,0,76.5,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
118,2018,4,3,2,1,0,2,0,0,0,0,87.3,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
41,2017,9,4,0,1,0,1,0,0,0,0,83.0,0,0.0,1.0,0.0,0.0,0.0,1.0,Not Canceled
68,2018,1,2,2,1,0,2,0,1,1,0,63.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
189,2018,10,28,1,2,0,2,0,0,0,0,109.8,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
95,2017,12,29,0,4,0,2,0,0,0,0,60.5,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
83,2017,9,30,0,1,0,2,0,0,0,0,112.2,0,0.0,1.0,0.0,0.0,0.0,1.0,Not Canceled
37,2018,8,1,1,3,0,2,0,0,0,0,135.9,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
151,2018,7,9,2,5,0,2,0,0,0,0,103.09,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
79,2018,6,24,0,2,0,2,0,0,0,0,109.0,0,0.0,1.0,0.0,0.0,0.0,1.0,Not Canceled
245,2018,6,17,0,2,0,2,0,0,0,0,75.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
273,2017,7,17,0,2,0,2,0,0,0,0,109.0,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
110,2017,7,25,2,1,0,2,0,0,0,0,94.5,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
127,2018,6,26,2,2,0,2,0,0,0,0,103.7,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
11,2018,7,5,2,6,0,1,0,0,0,0,145.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
1,2018,2,28,2,1,0,1,0,0,0,0,60.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
50,2018,2,22,1,4,0,3,0,0,0,0,78.85,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
39,2018,8,13,2,3,0,2,0,0,0,0,170.1,2,0.0,1.0,0.0,0.0,0.0,0.0,Not Canceled
386,2018,10,23,2,0,0,2,0,0,0,0,115.0,1,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
22,2017,12,29,0,5,0,2,2,0,0,0,199.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
102,2018,7,10,2,2,0,2,0,0,0,0,82.45,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
17,2018,5,21,2,1,0,2,0,0,0,0,95.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
125,2018,9,7,0,4,0,2,0,0,0,0,136.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
107,2017,9,9,0,2,0,2,0,0,0,0,89.25,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
29,2018,3,18,0,1,0,2,0,0,0,0,79.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
124,2018,12,26,1,3,0,2,1,0,0,0,156.61,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
85,2018,8,3,0,3,0,3,0,0,0,0,152.1,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
71,2018,5,30,1,3,0,2,0,0,0,0,119.85,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
37,2018,5,13,0,1,0,1,0,0,0,0,116.1,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
3,2018,6,27,1,0,0,1,0,0,0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,Not Canceled
5,2018,4,5,0,1,0,1,0,1,0,1,89.0,1,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
386,2018,10,23,2,0,0,2,0,0,0,0,115.0,1,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
25,2018,7,2,1,1,0,3,0,0,0,0,187.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
1,2018,4,1,0,1,1,1,0,1,0,3,67.0,1,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
7,2018,6,19,2,2,0,2,0,0,0,0,156.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
5,2018,4,4,3,5,0,2,0,0,0,0,126.75,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
24,2018,10,16,2,1,0,2,0,0,0,0,107.1,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
52,2018,11,19,2,1,0,2,0,0,0,0,93.6,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
56,2018,6,8,0,1,0,2,0,0,0,0,120.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
2,2018,5,31,0,3,0,1,0,0,0,0,87.78,0,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
4,2017,8,8,2,1,0,2,0,0,0,0,94.5,0,0.0,1.0,0.0,0.0,0.0,1.0,Not Canceled
60,2017,12,9,0,4,0,2,0,0,0,0,96.3,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
268,2018,4,8,2,3,0,2,0,0,0,0,78.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
2,2018,10,11,0,1,1,2,0,0,0,0,169.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
94,2018,7,8,2,2,0,3,0,0,0,0,146.7,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
70,2017,10,22,0,3,0,2,0,0,0,0,89.25,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
78,2018,4,10,2,2,0,2,0,0,0,0,80.75,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
213,2018,6,7,0,3,0,2,0,0,0,0,130.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
209,2018,10,21,2,3,0,3,0,0,0,0,128.7,1,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
69,2018,3,20,2,3,0,2,0,0,0,0,90.95,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
67,2017,12,5,2,1,0,2,0,0,0,0,95.4,2,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
0,2018,10,15,0,1,0,1,0,0,0,0,140.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
58,2018,6,10,0,1,0,2,0,0,0,0,116.1,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
5,2018,6,21,0,2,0,2,0,0,0,0,156.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
82,2018,3,24,1,3,0,2,0,0,0,0,99.45,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
2,2018,6,10,0,2,0,2,0,0,0,0,136.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
26,2018,6,8,0,1,0,2,0,0,0,0,120.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
1,2018,11,29,0,1,0,1,0,0,0,0,75.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
386,2018,10,23,2,0,0,2,0,0,0,0,115.0,1,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
273,2017,7,17,0,2,0,2,0,0,0,0,109.0,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
188,2018,6,15,0,2,0,1,0,0,0,0,130.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
1,2018,2,3,0,1,0,1,0,0,0,0,66.0,1,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
1,2018,4,9,2,1,0,1,0,0,0,0,115.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
110,2018,4,20,0,2,0,2,0,0,0,0,90.95,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
25,2018,10,3,1,1,0,2,0,0,0,0,129.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
105,2018,6,11,2,5,0,2,0,0,0,0,119.85,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
245,2018,6,17,0,2,0,2,0,0,0,0,75.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
27,2018,6,29,0,3,0,2,0,0,0,0,125.25,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
85,2018,6,20,1,2,0,2,0,0,0,0,126.9,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
265,2018,6,24,0,2,0,2,0,0,0,0,109.0,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
64,2018,4,15,2,3,0,2,0,0,0,0,112.2,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
0,2017,10,1,0,1,0,1,0,0,0,0,109.0,1,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
36,2018,12,28,0,4,0,2,0,0,0,0,168.73,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
32,2017,9,5,2,1,0,2,0,0,0,0,94.5,3,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
3,2017,9,7,1,1,0,1,0,0,0,0,98.8,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
8,2018,6,19,1,0,0,2,0,1,0,1,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,Not Canceled
0,2017,8,25,0,2,0,2,2,0,0,0,156.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
34,2018,6,14,0,3,0,2,0,0,0,0,107.1,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
122,2018,5,12,0,2,0,2,0,0,0,0,105.3,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
116,2018,2,28,2,1,0,1,0,0,0,0,82.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
12,2018,2,6,2,2,0,2,0,0,0,0,55.72,0,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
37,2018,10,13,0,3,0,2,0,0,0,0,105.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
10,2018,1,28,0,1,0,1,0,0,0,0,66.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
43,2018,5,31,0,3,0,1,0,0,0,0,115.5,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
170,2018,4,8,2,3,0,2,0,0,0,0,78.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
1,2018,2,27,0,1,0,2,0,0,0,0,103.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
77,2018,5,1,2,0,1,2,0,0,0,0,125.1,0,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
4,2018,1,28,0,3,1,1,0,0,0,0,95.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
68,2018,9,9,1,2,0,2,1,0,0,0,166.35,2,0.0,1.0,0.0,0.0,0.0,0.0,Not Canceled
40,2018,5,13,1,2,0,2,0,0,0,0,203.73,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
188,2018,6,15,0,2,0,1,0,0,0,0,130.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
256,2018,8,31,0,4,0,2,0,0,0,0,90.95,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
16,2018,11,16,0,1,0,2,0,0,0,0,93.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
105,2018,10,12,0,3,0,2,0,0,0,0,75.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Canceled
54,2018,7,2,2,5,0,2,0,0,0,0,119.7,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
222,2018,8,14,4,10,0,2,2,0,0,0,158.95,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
17,2017,10,15,2,3,0,2,0,0,0,0,94.95,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
7,2018,12,30,1,2,0,2,0,0,0,0,120.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
6,2018,3,4,0,1,0,2,0,0,0,0,91.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
25,2018,4,15,2,3,0,2,0,0,0,0,149.4,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
5,2018,5,24,0,2,0,1,0,0,0,0,100.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
18,2017,12,1,0,2,0,2,0,0,0,0,69.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
166,2018,11,1,0,3,0,1,0,0,0,0,110.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
68,2018,4,1,2,2,0,2,0,0,0,0,75.65,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
292,2018,7,21,0,2,0,2,0,0,0,0,115.0,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
0,2017,9,7,1,1,0,2,0,0,0,0,118.8,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
257,2017,7,1,0,2,0,2,0,0,0,0,101.5,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
155,2018,8,1,3,9,0,2,1,0,0,0,119.71,1,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
91,2018,9,14,0,3,0,1,0,1,3,15,65.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
76,2018,7,2,0,1,0,2,0,0,0,0,131.4,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
4,2018,2,15,1,2,0,1,0,1,0,1,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,Not Canceled
14,2018,10,22,0,1,0,2,0,0,0,0,160.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
6,2018,10,3,1,0,0,1,0,0,0,0,89.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
60,2018,3,20,2,2,0,2,0,0,0,0,75.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
301,2018,7,30,1,1,0,2,0,0,0,0,115.0,1,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
81,2017,12,6,1,0,0,2,0,0,0,0,76.5,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
54,2018,5,12,2,3,0,2,0,0,0,0,132.6,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
130,2018,11,26,2,1,0,2,0,0,0,0,68.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
221,2018,12,29,0,3,0,2,0,0,0,0,79.5,2,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
1,2017,11,10,0,2,0,1,0,1,0,1,40.0,1,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
2,2017,12,11,0,1,0,1,0,0,0,0,75.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
156,2018,8,21,2,1,1,2,0,0,0,0,103.5,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
0,2017,10,1,0,1,0,1,0,1,0,1,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,Not Canceled
46,2018,8,24,0,3,0,3,0,0,0,0,168.3,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
17,2018,11,16,0,4,0,2,0,0,0,0,74.8,2,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
159,2018,9,30,2,3,0,2,0,0,0,0,134.46,2,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
17,2017,11,3,0,5,0,2,0,0,0,0,90.95,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
9,2018,2,21,2,1,0,1,0,0,0,0,79.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
5,2018,5,24,0,2,0,2,0,0,0,0,110.0,1,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
19,2017,10,7,0,1,0,1,0,0,0,0,85.5,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
0,2018,6,17,0,1,0,2,0,0,0,0,129.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
29,2018,12,2,0,2,0,2,0,0,0,0,85.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
11,2018,10,10,1,1,0,2,0,0,0,0,107.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
73,2018,4,3,2,1,0,2,1,0,0,0,94.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
186,2018,7,12,0,5,0,2,0,0,0,0,90.95,2,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
263,2017,9,21,1,0,0,1,0,0,0,0,59.5,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
39,2017,8,14,0,2,0,2,0,0,0,0,109.0,1,0.0,1.0,0.0,0.0,0.0,1.0,Not Canceled
19,2018,11,2,0,1,0,1,0,0,0,0,75.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
5,2017,9,20,2,0,0,1,0,0,0,0,92.4,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
0,2018,6,23,0,1,0,1,0,0,0,0,69.84,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
15,2017,8,27,0,2,0,1,0,0,0,0,80.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
141,2018,9,23,0,2,0,2,0,0,0,0,128.8,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
0,2018,8,20,0,1,0,3,0,0,0,0,168.3,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
59,2017,10,29,0,2,0,2,0,0,0,0,85.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
56,2018,11,16,0,2,0,2,0,0,0,0,75.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
36,2018,5,21,2,2,0,2,0,0,0,0,126.9,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
93,2018,10,15,2,1,0,1,0,0,0,0,115.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
92,2018,10,29,1,1,0,0,2,0,0,0,81.5,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
8,2018,6,26,2,1,0,2,0,0,0,0,107.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
12,2017,8,30,1,0,0,2,0,0,0,0,90.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
141,2018,11,25,0,2,0,2,0,0,0,0,90.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
37,2018,2,22,1,2,0,2,0,0,0,0,69.9,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
88,2018,3,23,0,4,0,2,0,0,0,0,88.7,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
0,2017,8,3,1,0,0,2,0,0,0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,Not Canceled
81,2018,10,21,1,2,0,2,1,0,0,0,135.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
4,2017,10,13,0,1,0,1,0,0,0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,Not Canceled
57,2017,9,19,2,3,0,2,0,0,0,0,66.53,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
8,2018,2,5,0,2,0,2,0,0,0,0,91.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
1,2018,8,24,0,2,0,2,0,0,0,0,99.33,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
52,2018,5,27,1,2,0,2,0,0,0,0,85.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
71,2018,12,6,0,4,0,3,0,0,0,0,105.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
192,2018,6,24,0,2,0,1,0,0,0,0,95.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
1,2018,7,12,0,3,0,2,0,0,0,0,116.27,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
22,2017,9,1,1,5,0,2,0,0,0,0,105.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
100,2018,9,28,0,4,0,2,0,0,0,0,100.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
4,2018,3,23,0,1,0,2,0,0,0,0,72.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
1,2018,6,14,0,4,0,1,0,0,0,0,121.5,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
31,2018,9,16,0,1,0,2,0,0,0,0,125.1,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
